1.1965818,0.8612137
1.1670101,0.75757563
0.91866195,1.2001127
0.94760823,1.0832647
1.179035,0.84255075
0.8532306,0.8786702
0.8154807,0.9142339
1.0211957,1.1607053
0.99127895,1.0091741
0.8539324,0.8175279
0.7986183,1.1674684
0.8978028,0.96811634
1.0656898,1.028844
1.0436883,0.8299507
1.1208377,0.97330225
1.0332822,0.95254177
0.7950034,1.004777
0.75620025,0.9086634
1.1994479,0.9229349
0.7717494,1.1959465
1.232071,1.1058035
0.81461024,0.8160563
1.2426374,1.2119995
1.0940149,0.89828765
1.0876979,0.9070848
1.2322602,1.1128191
1.1468116,0.89331925
0.89506996,0.94957924
0.75505733,1.2197397
1.1423234,0.94810045
1.0087196,0.9603412
1.2399491,1.1798844
1.2017103,0.80017686
1.0828767,1.2264762
0.909078,0.77854717
0.87184715,0.8832009
0.85613084,0.89567447
0.9218012,0.84069115
0.7531435,0.85904264
1.1756535,1.038403
0.95306736,1.1600714
0.88527185,0.81516004
1.0227302,1.0523784
0.9323003,0.86044
1.177056,0.8524434
0.8818848,1.0612183
0.9840268,0.91803616
0.7831592,0.82969475
0.99797297,0.99637043
1.0363421,0.99066854
0.79960763,0.76944625
1.0668895,0.7716305
1.0288349,0.7907611
0.916062,1.0608577
0.77142566,0.7680434
0.86598575,0.97209007
0.88194305,1.1032188
1.0736674,0.94236183
0.83716166,0.8560673
1.2107532,0.86293954
1.2090749,0.95101583
1.075683,1.0975692
0.8916941,1.0040154
0.88444644,0.7947988
0.96434104,0.854714
0.8505268,1.0310152
0.8781296,0.9488766
1.2318696,1.0832595
0.7777593,0.85532737
0.8504354,0.9132036
0.8891772,0.92177343
1.0173947,1.1314712
1.1596706,0.87363094
0.90377635,1.1431296
1.2361174,1.0373421
0.86478925,1.0228363
0.78425235,0.992068
1.0277414,1.2368983
1.1558263,1.0918281
0.90298325,1.2226344
1.0828863,1.1311903
0.89627004,1.1734438
0.7874428,1.1331937
0.9542675,0.82415485
0.93766636,1.1628505
0.95545787,1.1152108
0.8907316,1.0293686
1.1701372,0.90968895
1.2132874,0.8251804
1.2048345,0.9336624
0.8660581,1.0467099
0.76980424,0.83583593
0.7534926,1.2329643
1.191261,1.1207521
0.7836598,0.75360143
0.7929828,1.1898088
0.77049077,0.94527674
1.1946473,1.0878363
0.76260257,0.9280341
1.0579591,0.99254346
1.0396482,1.041137
1.1860393,1.1992648
1.0268009,0.80162644
1.0049813,0.76318526
1.090826,1.0092573
1.1976361,1.2403111
1.0509405,0.961218
1.0918641,0.95229113
1.0062943,1.2264961
0.7776569,1.1672045
0.88370734,1.0509684
1.1890677,0.95550716
1.221049,0.7563858
0.99511266,1.1637572
0.9036968,1.0775784
1.1776844,0.82685864
1.1632795,1.1129382
1.1730757,0.7503857
1.2433566,0.8335501
0.96712714,1.2033534
1.036021,1.0582112
1.243936,0.7979481
1.0231123,1.0987089
0.98617023,1.0615675
0.9501752,1.2196189
0.89181095,0.8478142
0.8718374,1.2346091
0.924996,0.8750193
1.2472373,0.9360723
1.0997441,1.040747
0.9524319,0.9068531
0.75113916,0.9363308
0.89429545,0.95330334
1.1866301,1.068898
1.227675,1.1239309
1.1292564,1.1719112
1.1481166,1.1749927
0.93804175,0.9312799
0.8732403,1.0595933
1.1707275,1.1279062
0.82398456,0.97559065
1.0431044,1.0106093
0.9228604,1.0170244
1.2400022,1.0776045
0.7688254,1.0672224
1.0919628,1.207869
0.99716973,0.8162278
0.75274247,1.0750754
1.15666,1.2246912
1.1105483,0.8699065
0.289395,0.13215038
0.2764858,0.07230112
0.21502063,0.12168503
0.45270458,0.3483447
0.06131503,0.18013072
0.141579,0.22607848
0.29956487,0.4609499
0.37360162,0.3107677
0.23797023,0.2837694
0.44621205,0.2998488
